study_id,center_row,center_col
ID_3bfc7e1463,262,269
ID_c3ffcf59a2,274,259
ID_e66efdf208,245,272
ID_a39c854463,262,227
ID_475b3a493a,277,270
ID_849b0eb9e2,239,219
ID_8e1955d1ec,261,259
ID_23e008a3b6,278,241
ID_35dd6d3d56,272,260
ID_bd611e59f8,250,253
ID_2b81adc999,272,236
ID_53c1e5f65b,270,239
ID_1c06defde3,255,266
ID_620e4ceae0,253,267
ID_072b961b39,253,259
ID_2d814e9a71,274,235
ID_089edb0aed,283,262
ID_857d828131,262,246
ID_7464400cfa,271,217
ID_dfe706f9a8,264,247
ID_9034f31af2,273,245
ID_411bf01754,260,247
ID_aada5c49ad,271,263
ID_dfc76e16d0,267,237
ID_76e8373114,270,211
ID_e7c45d478b,294,273
ID_1a64b1ac43,283,268
ID_6250411c31,266,220
ID_58d93dc113,266,246
ID_5889423e14,267,254
ID_3e66f7574c,260,249
ID_5dadf679ac,261,253
ID_97e20bb203,297,244
ID_1eac3f888d,278,259
ID_77e0cc77a0,261,279
ID_84038050e7,260,250
ID_3138195805,268,236
ID_0d045bf293,265,258
ID_b2d6dea502,285,267
ID_2d77d2b489,277,251
ID_f0daa96125,264,242
ID_43d1ad438e,274,293
ID_993eb91efd,249,260
ID_b406ee116f,260,258
ID_41d9da7a0d,258,273
ID_605ddd497c,279,257
ID_64868998c3,261,245
ID_20146044a4,257,224
ID_74fc23118c,264,282
ID_be364505c3,233,263
ID_5a25b5fd73,236,261
ID_4be1d0b05e,277,254
ID_eeaec22331,263,243
ID_47849df56d,271,262
ID_f990ba5527,257,247
ID_ca9bc57221,266,248
ID_ba330d71d9,250,286
ID_f889ec8d0e,298,276
ID_5d1577e025,256,243
ID_1a2b5305a2,251,251
ID_927415e54e,278,260
ID_df065dc5bd,276,244
ID_10be14d6e3,276,260
ID_4db5024a0a,285,259
ID_11bacfcf9a,266,266
ID_13e04ea830,276,264
ID_3585c0536c,250,257
ID_c56a453b19,257,269
ID_ec4fdc7605,264,246
ID_d876e84a24,250,229
ID_16c8d58fe8,268,249
ID_7a556b74b0,274,256
ID_2b91c99704,249,254
ID_2cf5ca2e62,249,204
ID_1846bb67c8,266,259
ID_77ef5f3006,246,245
ID_529a00549a,275,289
ID_dfa0238a06,298,256
ID_2320964385,270,287
ID_997fd22aa5,269,323
ID_72518c5012,236,252
ID_a3695a1bf8,268,245
ID_110d09c6e2,277,252
ID_08a11fb9af,287,258
ID_debc60a9ba,270,249
ID_993767331e,247,242
ID_0ec35142da,290,199
ID_ef6297fd15,263,241
ID_b74c841d9e,276,258
ID_1d509ec998,258,274
ID_095382ef89,281,250
ID_efc780495f,252,263
ID_774671982c,258,231
ID_cbc315203d,278,233
ID_f3bd49901f,245,271
ID_94c8b4fe92,262,259
ID_f7bc31079b,283,213
ID_560368de8c,259,256
ID_3d3037755c,271,246
ID_a7affa0102,245,261
ID_d417ec6a1d,293,218
ID_e409833afc,286,266
ID_04f3608f5d,264,266
ID_311c5506b9,279,221
ID_e9a8eeda4f,269,244
ID_cb126ba841,280,262
ID_0a7b931817,265,226
ID_8ec13f132a,283,234
ID_014440e4bd,286,240
ID_dc576333a6,254,181
ID_b66e8e6641,279,234
ID_908ec8ac6e,294,246
ID_2c6e159442,343,242
ID_557e444126,274,251
ID_a3d1496c85,268,251
ID_75fd5657d8,261,233
ID_6ae99c5fc0,263,237
ID_8525d51ee7,276,230
ID_b15164d66d,267,259
ID_3213596973,269,262
ID_3f1c85b098,261,237
ID_0a5669f728,267,246
ID_abf13ff4d0,220,215
ID_f9460039e1,244,238
ID_a459dd1ffe,232,259
ID_03a30a50a7,266,278
ID_920ef1ecc0,272,237
ID_d6d69e2800,269,243
ID_02dbbe763d,266,253
ID_0b28830cd1,276,244
ID_3eed295327,271,223
ID_8da4dfdd2c,267,267
ID_b4ca33c68d,279,246
ID_49e7d679b0,304,273
ID_9af8034916,296,245
ID_d31a939e40,274,254
ID_75470d14f3,305,252
ID_31591b4b28,260,225
ID_1dec12ef6e,269,263
ID_bad3096b99,312,266
ID_fb239c3623,269,246
ID_93f67baba3,281,273
ID_45e9f75d12,252,261
ID_9b2bb6bbc8,256,246
ID_fef0bcbd2d,272,256
ID_93fdfbed42,278,241
ID_85af658cf7,292,261
ID_e43d3c1006,272,240
ID_bc69f48543,280,248
ID_e31478817d,257,222
ID_2f25f68aca,284,235
ID_ffe778b832,240,277
ID_80c140e690,262,261
ID_769c2813d2,276,276
ID_7c75549981,273,255
ID_0bc9928ac6,277,252
ID_847ba9dee1,272,275
ID_b17186f2f4,277,256
ID_b86382b2a5,263,266
ID_c5803b3951,295,258
ID_81c04aea0d,300,270
ID_2aa89519d1,257,272
ID_cc6bd335b3,268,270
ID_3a0e8ebfc5,255,258
ID_d786673502,212,186
ID_be3f8f3880,256,278
ID_b41c60b808,257,235
ID_6fc47f13b7,268,258
ID_e9d5b08389,310,271
ID_6780c5f753,264,242
ID_21f1b28a61,249,281
ID_42c89474c6,267,250
ID_d2919e0565,279,234
ID_357347e6b7,252,257
ID_562d17c1bf,263,251
ID_fb17d3d16c,278,242
ID_a014f50412,278,236
ID_df5917cdd3,276,238
ID_11aa50af32,248,247
ID_a96a85d8ed,274,228
ID_38c98450c7,273,244
ID_46208c6b95,269,265
ID_a7b92fb3a7,268,232
ID_69335424b4,274,273
ID_660d365b8a,284,244
ID_00ae2f56c7,284,239
ID_29b8d3d62f,276,246
ID_9ec020d170,264,261
ID_741c5b68c1,247,255
ID_f468749bd5,276,245
ID_51daab0cbf,257,250
ID_3962949ef6,275,252
ID_7bd9d276bb,257,259
ID_c6f8f4e374,249,231
ID_513aec033a,248,225
ID_fd19c8ec08,272,249
ID_fd1ce6202d,260,240
ID_2235915256,280,256
ID_b172a884dd,277,250
ID_1e17f45929,267,236
ID_f5ebc1761b,311,256
ID_af08c59194,292,272
ID_a1b6460c6d,288,274
ID_2e60ebe56f,275,250
ID_ac4df5dd8a,276,282
ID_a5261c4f3d,266,245
ID_d5e83b9f92,288,269
ID_741a04ef31,277,238
ID_48bbc2f24d,269,248
ID_13ea177db6,245,236
ID_89580dff3d,260,279
ID_356c04890a,261,261
ID_c3af4b7220,265,247
ID_219310dc33,258,246
ID_2d1fb49626,265,270
ID_aca5d39899,270,262
ID_98f9cbb253,280,257
ID_b7317567fd,255,259
ID_cff5253fdb,285,218
ID_f8e0805cd4,263,268
ID_5c9b6d74d0,281,246
ID_f986b69079,303,285
ID_97a4cfc753,260,263
ID_1f1054384c,274,213
ID_03c359fdbd,291,231
ID_9eb76164b3,261,259
ID_b7d7c68535,253,248
ID_9f2bf0f5c9,263,244
ID_cfcfdf459e,292,242
ID_0743fb9441,238,264
ID_bd81d2b75c,272,260
ID_76186fabc6,279,242
ID_f82826f909,266,256
ID_b272e44b87,321,311
ID_3181c4b2a6,260,266
ID_248f8c678f,284,279
ID_dc25fbdb98,276,266
ID_0597f2b749,273,256
ID_4b8e1377e7,221,260
ID_f80c21990a,265,221
ID_6d6adfeb8e,269,246
ID_8c4a6992e6,258,252
ID_8453718d99,285,234
ID_7daa16aa41,263,267
ID_6190579770,293,255
ID_3d26cc94b9,262,238
ID_4c1618ef3e,260,238
ID_5a34420811,272,256
ID_c7427b6e67,250,235
ID_c9882917d9,255,263
ID_4ce1c0041f,258,231
ID_5f58484395,267,227
ID_9b5fe8ac11,279,261
ID_4f5fb1ba1d,266,249
ID_3576094c2d,254,239
ID_07547dbde6,258,242
ID_6ab681c35f,287,253
ID_dd1d71698f,262,252
ID_97d76c4663,264,267
ID_1ff83deac1,287,243
ID_96c20c1812,271,281
ID_773c87c151,280,236
ID_23e06f7178,263,247
ID_ebc77ccbe3,286,254
ID_9869450bc3,307,284
ID_6cd516884c,275,242
ID_6c069983dd,272,241
ID_16459e137a,279,292
ID_901a5a67a8,272,273
ID_e057b186a8,272,264
ID_aa777aaf22,277,257
ID_c17ce5bbcc,259,260
ID_b92cc9b257,281,258
ID_1f7dbd3229,246,233
ID_0f0756fef6,253,255
ID_0aaee7bd41,271,258
ID_6f73b3e2f6,268,262
ID_fe236189fb,280,250
ID_8d660704ff,254,261
ID_ce18795874,263,242
ID_d41e24ba39,279,249
ID_d227b024f7,276,239
ID_e275422807,269,242
ID_09ebd6404c,272,237
ID_be049206fd,276,251
ID_40949e047a,260,254
ID_312ee437d1,253,243
ID_fc10a9d29e,277,266
ID_e37362e1c0,259,251
ID_cdcff522f4,258,251
ID_729255f520,267,244
ID_cab19c96b4,255,236
ID_be7ea4ae9c,251,246
ID_4eb7e39d52,275,233
ID_f7c5fc5f83,270,261
ID_03c2dddea7,261,231
ID_aa7b87a879,299,237
ID_b3d16d25f4,281,243
ID_57e8e7d585,264,196
ID_4dd7bffd57,263,262
ID_cba8a93807,283,263
ID_fb7878e6ab,269,275
ID_2eabc43f3d,260,214
ID_8f8c25b41f,265,248
ID_75928800fd,248,257
ID_7c49386206,268,230
ID_1011a21249,262,247
ID_c2d9a099ab,258,264
ID_5f1a69a117,322,242
ID_e5e9d1cc13,273,260
ID_5dcd0ee40e,283,276
ID_16b4650b37,279,199
ID_2cf6423646,271,265
ID_28e4ed9823,279,245
ID_90c3408983,295,237
ID_506eaeeb84,299,272
ID_b0572d136f,304,265
ID_505bce2dd2,288,259
ID_1c48a1ed83,260,259
ID_d7c670d955,276,246
ID_7dc53202aa,263,268
ID_08d5840878,292,224
ID_a8ccfe22e6,252,236
ID_05ee905423,266,257
ID_be1389a907,260,250
ID_f1f427e4e9,251,240
ID_a648ae4654,272,329
ID_232aef8750,275,253
ID_ca4ec1150b,262,230
ID_f1e8fe19a4,281,272
ID_40f5a7740a,283,266
ID_c2d1bee04d,276,251
ID_38ca9b185b,272,247
ID_e7b4b7166f,301,293
ID_2faadc77ee,261,260
ID_dbd4a0d2ad,282,258
ID_494907a3df,273,251
ID_ebba708cb8,252,260
ID_205c967dbb,282,245
ID_5b23d4580d,255,248
ID_16dcd84d91,260,230
ID_583741e904,265,242
ID_82c1421699,283,238
ID_0f45b1df36,272,262
ID_ee729ff497,281,264
ID_3a2322f099,267,245
ID_80722ae749,262,259
ID_f79f026271,262,258
ID_f6c6bf6e43,266,254
ID_c2a9878cd6,273,266
ID_99aee17c62,277,249
ID_bdd15af080,283,255
ID_c77a638445,263,262
ID_ee0c36b870,280,238
ID_c53ce704c7,275,242
ID_c977638529,266,242
ID_27151541b9,266,282
ID_b91bb7bab8,281,252
ID_2e494189c7,293,264
ID_3ecc812159,283,248
ID_d1863b0d49,271,261
ID_52e1dbcc34,280,233
ID_914c8cea7a,280,279
ID_16b438a8dd,269,234
ID_eb2efbdcf3,267,257
ID_0dabf82315,303,254
ID_202f7c6502,268,246
ID_aa07aac21c,284,250
ID_3884844a68,289,254
ID_767c265fa9,258,276
ID_cfde98722e,243,229
ID_5c42e403d1,274,229
ID_842b142566,277,251
ID_4f8303e027,311,250
ID_9446c30f4b,298,261
ID_2212ea1bf6,264,318
ID_399f5c7431,264,267
ID_8d5d72436f,271,229
ID_2366d2f5f3,256,233
ID_f9bef7d352,272,255
ID_a0a275a37d,274,252
ID_5433aafc6b,265,292
ID_cfbf838e62,264,236
ID_44cd8cef99,280,241
ID_2b3583b8f4,279,280
ID_d47b77d7ab,260,248
ID_ce3ca67f4a,276,258
ID_a42a5e0c8e,251,228
ID_0282966c30,267,248
ID_353571994e,263,251
ID_0b97bad316,243,260
ID_61003b9ec7,269,261
ID_fff42eecc1,264,256
ID_cf528f3719,264,272
ID_b1be41fb73,278,231
ID_21bde58223,284,191
ID_154c1ccb99,277,277
ID_7b12d9520a,269,233
ID_0d72b0826a,276,256
ID_2cae872f69,282,258
ID_9f54cdc920,279,264
ID_26da5e2809,267,258
ID_b326bc4c07,265,246
ID_55460a0522,288,237
ID_55c2ae2458,278,248
ID_3fc641a79e,270,262
ID_84bc22d85c,274,251
ID_5901c45193,264,252
ID_a5c09f7a22,264,245
ID_ecb29406cf,289,247
ID_cd529fb41b,261,286
ID_38a921b03d,266,251
ID_9c10e6b4f2,259,258
ID_a3b3db9dad,272,239
ID_87c94a12a6,261,243
ID_9fd192487c,268,288
ID_6df6196b82,270,243
ID_645ea1f5e5,264,358
ID_d8336975a9,281,254
ID_6c286f2336,260,252
ID_caf7f3c5c1,268,287
ID_2ac7a37bf8,271,246
ID_00f800cf25,274,244
ID_65047d3b36,267,237
ID_8b1ad3241b,263,293
ID_361b91e2f7,264,250
ID_44a5954679,268,254
ID_4b2097c242,245,259
ID_8a886fc125,255,246
ID_8fb6328b9a,275,249
ID_b7cddeda49,269,268
ID_672787140f,269,256
ID_e21ce5c51d,257,231
ID_e2f066a6ee,278,228
ID_6ef07e1c45,249,285
ID_77214775b3,266,234
ID_a9b217c1df,268,245
ID_d25239340c,265,260
ID_34f3e160bc,249,244
ID_74f728bfad,274,265
ID_ca91160d9a,279,273
ID_e555a1e16e,241,256
ID_d14c361c63,322,212
ID_f3846b89d2,266,263
ID_b13f1ae4d1,293,263
ID_b435d8fa6c,256,263
ID_07e009f3de,252,247
ID_37c636c372,277,252
ID_43a465ec3a,250,245
ID_b852b5e867,266,311
ID_90a4f3b814,254,241
ID_e881fd616a,299,269
ID_ab27304f2e,248,245
ID_da38685994,252,228
ID_6fe2f41370,276,250
ID_345d339d6e,289,252
ID_ad6108566e,280,258
ID_1e076b9626,260,261
ID_c6cb691e3a,234,263
ID_af5b751187,267,272
ID_bd96cd321e,279,252
ID_6649812924,261,231
ID_57bb5515db,264,251
ID_e5bd3504d8,274,262
ID_e01a755280,268,236
ID_c4dbd7824b,291,260
ID_ab8243e2c7,253,218
ID_3d482d857c,253,240
ID_583bbe15fc,284,264
ID_b91d918f8e,267,260
ID_de9cae3aea,263,229
ID_e5b2eb5768,253,252
ID_86434450e5,266,271
ID_fc020dd145,266,256
ID_0b2d40954d,254,251
ID_af33c6eb30,266,257
ID_44d8aa41af,249,240
ID_c93146f7c0,285,254
ID_a123034bcb,271,259
ID_e650214293,260,249
ID_687dda3858,273,251
ID_f9aad574ed,248,264
ID_1f445053a0,283,244
ID_9ca92f42e5,261,257
ID_7d27f2f04a,236,279
ID_14e0fced97,287,246
ID_2776c10cf0,264,258
ID_7e1353f076,258,240
ID_d61f6a4ef4,280,299
ID_adb9640c03,283,258
ID_002d44f92f,263,245
ID_40015688b9,279,242
ID_d962d60d2c,263,245
ID_f03a576b76,271,228
ID_fc169712f2,281,235
ID_9c103d7449,265,238
ID_9b266f6970,296,246
ID_1a195da039,295,284
ID_4eb6296376,276,243
ID_32fbaf1404,266,247
ID_2e8956c646,267,252
ID_3c6fc70911,286,281
ID_36153f7576,275,296
ID_70bcafdb9b,252,250
ID_14bcc90f6f,270,246
ID_86c52d786a,261,245
ID_e4ee704527,264,264
ID_9bf4111233,279,230
ID_4f0b806503,277,245
ID_16e8e7a099,268,297
ID_92a026110d,258,242
ID_6b5d223152,274,244
ID_4202c1e59c,273,273
ID_872049cbcf,270,260
ID_641a4a48f4,265,279
ID_8a449ae31b,274,257
ID_d66a359297,274,251
ID_b36a8a4e2b,279,248
ID_511139bac1,276,276
ID_6b6c4db008,273,244
ID_00f8524036,274,250
ID_aeec7e3caf,286,249
ID_54ccdc962d,274,246
ID_bcfe8dc8d0,282,243
ID_ba4fb26ca9,251,270
ID_b32be09a33,276,258
ID_8c05a72e0f,271,267
ID_8376e82ba1,260,245
ID_388ec38941,253,260
ID_e608185dab,262,244
ID_5d951e91ee,263,262
ID_998fc3bbb4,270,244
ID_a1aaa734ff,267,275
ID_fa0a8af3e4,283,255
ID_fbd342e6da,241,236
ID_6dd9dd7473,257,252
ID_5008acc540,252,248
ID_fcd89a1974,286,269
ID_2bc42dfe33,245,251
ID_865800327c,287,245
ID_e262c34c02,250,247
ID_206c01c572,235,230
ID_da84b4ace0,273,238
ID_74e120f444,289,252
ID_02c7994a4a,276,247
ID_712e20c5ac,260,253
ID_8477374233,258,263
ID_50e2a26e7e,256,258
ID_ffa630aab1,265,246
ID_fd4af423b2,266,262
ID_8898d819ed,240,259
ID_63d60adb10,278,274
ID_4d7e09bea9,279,273
ID_1fc4a5b35f,284,263
ID_6deb7cb025,289,238
ID_e93540bc1a,267,281
ID_277efef392,297,246
ID_1da9f2d23e,269,251
ID_c12d081880,254,271
ID_aa05bb15e3,269,254
ID_cb0e9daa30,276,271
ID_50339184be,257,245
ID_f1ed350c4c,271,282
ID_a346d9ace2,247,251
ID_824159ab86,264,256
ID_aa84030b51,298,265
ID_1a1c1d662b,279,266
ID_3915fd7d41,261,239
ID_9138524348,271,281
ID_fc522183ec,263,250
ID_6668963d0d,264,237
ID_cef4cff0a2,273,251
ID_28e751c666,280,270
ID_334fc8488a,262,272
ID_bf61cd4ae0,283,267
ID_c3cde09cea,270,247
ID_5263971698,275,275
ID_a5dcefbd4c,248,263
ID_af3e236758,278,253
ID_307ff465c3,262,259
ID_b5f86d25e2,250,242
ID_0bbb5edfaa,269,239
ID_18499ab217,273,273
ID_e5ce3af319,276,261
ID_d08a6ad76c,245,233
ID_d6909b4621,285,257
ID_a9a4dde354,256,266
ID_46ba4d1be8,240,261
ID_cb53ef3132,264,248
ID_46930d2428,275,256
ID_0a87dca83f,286,246
ID_5a0841156c,250,286
ID_6edfc06c34,263,251
ID_15256bf3ca,287,250
ID_9c3cff5ff8,242,236
ID_adf8743409,261,262
ID_76866ced9a,274,255
ID_edd001524b,268,255
ID_7be1bd20ce,272,280
ID_0ccdbcdcf1,262,257
ID_d3b373cb47,300,279
ID_c8f6edfaae,295,222
ID_2706021d35,247,243
ID_e6d0b2cf4d,261,248
ID_d655431be8,273,218
ID_3d4c47c7a4,292,244
ID_e3be7511e2,264,241
ID_033457b738,290,232
ID_edc4be19df,265,231
ID_a5f17b80e1,290,301
ID_1aec88a278,252,256
ID_9e9671713d,267,245
ID_4d0c3c2b89,249,287
ID_bcf9f8a845,275,243
ID_2a167b8ac4,263,252
ID_827ad27b7d,275,245
ID_740e1dc1a5,266,258
ID_a299db37a1,286,234
ID_edef6a9087,289,261
ID_4a4cea7e8b,285,248
ID_b939d7cf45,284,249
ID_24077acdbd,266,262
ID_260f04fdef,266,236
ID_424312228c,281,285
ID_7df34b5fc1,252,254
ID_362a92f03b,267,263
ID_e70efe7a80,292,255
ID_8f3bb4588a,283,264
ID_fef6295188,267,259
ID_fe5269fcc0,279,278
ID_2947a8b98b,254,232
ID_0f19d8014d,277,255
ID_97ab9d3a8d,267,240
ID_16ac722ed4,308,258
ID_d5117ea262,245,244
ID_495f395c04,268,249
ID_cf4fa69fe9,291,240
ID_7786baec32,270,243
ID_c3e1e1ed12,276,253
ID_312fde5a75,240,238
ID_234abaab1d,275,271
ID_a325411041,292,250
ID_8c9959e644,265,256
ID_04322eab91,269,252
ID_7465b38f07,273,254
ID_872b76fcfe,304,255
ID_74e913165e,267,240
ID_286183702b,271,247
ID_05b269ae22,290,323
ID_80af702464,275,257
ID_266d473991,274,304
ID_6d7f966607,256,255
ID_24f0f2ff02,259,262
ID_985240a1f3,282,244
ID_03cc4c109d,257,277
ID_b5f068cb45,274,255
ID_20959d66d0,274,246
ID_142af3c373,286,231
ID_934c9fc292,277,249
ID_7c7c1d6b77,247,260
ID_feac26ebe2,269,238
ID_0c01b09d9c,269,248
ID_85967aabe6,293,233
ID_17a945184c,274,256
ID_7effe463f2,273,246
ID_f54ae53066,274,256
ID_a001951a20,265,268
ID_a71f71b4ad,250,252
ID_1cf9025699,300,235
ID_e29635c1ef,284,202
ID_3fa7ddc1d5,260,235
ID_2b916ab902,260,254
ID_baf5704ec2,274,256
ID_8de73861c7,285,267
ID_08d8947833,274,262
ID_1065c109e3,255,256
ID_74fbe11db8,250,239
ID_b1f1026e79,272,257
ID_52b20a2e61,265,277
ID_06bded0b84,267,244
ID_94829f0199,274,243
ID_97c3dd9651,277,226
ID_5143967ffe,294,257
ID_37443fb6fb,303,281
ID_a444999e61,273,246
ID_b4fdf0aa76,257,266
ID_8f73d1c86f,283,269
ID_6de7a44eaa,260,251
ID_f22d932b8d,275,245
ID_8d39c61ccd,284,266
ID_3d7ba5a3ba,265,252
ID_9d3dd47cbf,256,252
ID_bc275c790c,262,263
ID_3c73a0c2e7,259,262
ID_0b17748561,306,250
ID_9d6637de65,277,199
ID_6793d23573,279,228
ID_d77c8430aa,219,235
ID_f91d6a7cd2,281,265
ID_ab889c2b00,271,248
ID_9841487e81,235,272
ID_51a5e85fb3,273,269
ID_7e7d9c8228,274,258
ID_b4342133df,263,254
ID_aea8fe8a35,261,258
ID_6131cf08cf,269,268
ID_6ff047baa3,268,247
ID_f351715898,291,270
ID_aece16a95f,259,264
ID_8828e9bd7d,257,235
ID_faed55e5d9,274,248
ID_2f4dcd601f,253,253
ID_6c13b52bc9,266,247
ID_c29e9fc503,275,252
ID_a05c78b0e9,298,244
ID_e4d9070d17,303,264
ID_20d8561286,271,293
ID_f4f486dde2,291,249
ID_c125b57df6,290,244
ID_56f5c900b5,256,249
ID_bc0e50e982,242,211
ID_fbd973adfa,259,276
ID_3b55898076,265,260
ID_2f9e496aff,272,248
ID_7211230968,277,259
ID_abc3ef2a9d,264,251
ID_b09be90603,278,235
ID_7e50b8fc7e,269,228
ID_cd2840b6ab,280,269
ID_a54b02902a,264,267
ID_d944f59fbe,268,266
ID_51efaee807,269,226
ID_1e28e03cb6,265,245
ID_8eeae500b8,254,223
ID_bed1075a45,289,244
ID_02b868fbfc,262,254
ID_6dff040c20,255,240
ID_d65d8b898d,250,225
ID_a35ef3c4a6,259,247
ID_ee37a27d1e,291,235
ID_3373c9644b,279,292
ID_67e0cd2fbb,256,255
ID_250a2665f4,270,222
ID_a02362f3c8,280,209
ID_415127a9b8,247,276
ID_7aca3b8d4f,274,252
ID_9be9bf2678,261,254
ID_39d838c713,249,215
ID_072bb5ee01,241,270
ID_461c745f99,265,249
ID_14844028b5,272,267
ID_a0ca64b619,276,249
ID_dc1022151a,261,251
ID_d91b1c154d,269,238
ID_252adf5c55,286,241
ID_50c7c3d01a,284,254
ID_e896bc6940,275,258
ID_429adb0cb3,281,269
ID_09da4ad58c,258,266
ID_b06b448d1f,273,292
ID_2f7ad29395,263,245
ID_c1af03fb11,269,255
ID_dc4235f1f3,275,255
ID_a80a4c5749,264,254
ID_a0ef1a9eaf,249,237
ID_a5fc552ddd,269,261
ID_b05f1bb5db,264,257
ID_4af0eb051c,272,240
ID_e73a8e7f4a,292,249
ID_efcc976399,269,262
ID_cfe655bd83,260,254
ID_0bca3c17ea,271,274
ID_727408361a,265,260
ID_e79a341e00,265,225
ID_f05fbb6652,257,282
ID_ad43cffcb6,280,252
ID_fb9131ecde,277,254
ID_3bc9bc9e42,270,275
ID_316657a06c,255,181
ID_9d25522340,273,254
ID_3c382a539c,285,256
ID_4475b96ccd,284,231
ID_fd0bdffb95,262,263
ID_90ee0638d6,235,244
ID_4ff04eca16,263,246
ID_0d9066e55b,270,226
ID_466028f0cf,274,260
ID_70cf9b749a,273,280
ID_1bee49a5f2,293,236
ID_86a1b5bc4e,270,261
ID_7a391f2f63,265,252
ID_78284f18aa,234,262
ID_2623ad8fe4,244,252
ID_d05f80e5d2,290,258
ID_9958496ddc,256,238
ID_fbcdc7f49b,291,261
ID_ee7afe1721,273,258
ID_acdc6ca429,267,233
ID_d97f70f93c,325,235
ID_79c030315c,264,232
ID_4b2b317c53,294,252
ID_7e2a419f74,285,284
ID_f52883dea3,269,258
ID_7270bd8cc4,276,272
ID_438c92adc0,266,237
ID_9edb4192da,258,250
ID_84e73ad515,254,236
ID_bcab9a1761,293,257
ID_1bdce6c2ce,268,249
ID_d11ef8c224,262,273
ID_cadcef4043,286,264
ID_5a51e66c81,244,265
ID_1b7238c0c5,291,254
ID_b0afeabce8,255,244
ID_bd053615ee,281,189
ID_1884939a4f,279,252
ID_c50fc0d406,270,273
ID_565632a642,270,255
ID_8b325c2889,266,175
ID_4aca2a8172,302,261
ID_c4fe4d3854,263,234
ID_d00ab8bd49,271,219
ID_d183d431c8,273,276
ID_26573ebcd5,260,261
ID_878faba4bd,239,191
ID_ab4ab2bb1d,244,226
ID_ff25539127,270,262
ID_aa34b77723,262,272
ID_a0c494d283,252,257
ID_2619257af3,283,273
ID_d93a29f33e,267,233
ID_d0d3c3a9be,255,158
ID_808b168b62,266,260
ID_5ba39b3cc1,256,256
ID_bf61940142,265,253
ID_34f17d0144,258,245
ID_bdbc50fac2,260,255
ID_cfd869e653,270,237
ID_7c9812167b,261,243
ID_512d81264c,272,262
ID_54a97c0465,269,238
ID_6c034c29e0,280,270
ID_89db4d078a,265,237
ID_971c02413d,264,233
ID_5abda402d2,251,254
ID_89058e0a5e,269,258
ID_b0fe7b7507,274,237
ID_58523922e6,279,247
ID_345c9d08a2,260,259
ID_38b0f27c02,273,241
ID_63f7f98f56,262,241
ID_e4bdf97242,268,260
ID_dfc82f9b75,272,258
ID_9c517be9ab,271,269
ID_684975464f,301,246
ID_6723fe3672,290,255
ID_468f9555c4,286,247
ID_78f7cab0ba,266,250
ID_5cc6c97ebc,240,250
ID_f01b787cfe,268,245
ID_719deb868b,267,246
ID_157454ce49,275,233
ID_32d0612508,278,267
ID_e4f3e4f5c9,294,277
ID_5895ef9687,261,268
ID_1863688c5b,265,271
ID_97abb2f823,250,246
ID_b213ba6a6d,276,225
ID_db5f6ecdbe,288,258
ID_be56a8edb5,275,259
ID_6fb4361fdb,291,259
ID_a2fc66f42e,278,236
ID_9e9e149e81,264,238
ID_1e0c501fcd,263,256
ID_0988f08b7a,260,255
ID_ab858b391e,261,251
ID_882d17d2d4,278,261
ID_e75d6dad11,261,232
ID_30cedc847e,264,241
ID_779f3c81f1,273,262
ID_8866c37b17,279,265
ID_adf14a6d24,276,240
ID_855118aa25,256,242
ID_0a630be69b,267,261
ID_71a23477ca,262,235
ID_fec568cec7,301,274
ID_c449fefa3e,262,255
ID_a04fd603de,281,270
ID_7e06ef436a,278,236
ID_75c38af83a,273,278
ID_dccec24d6f,276,256
ID_c70011df49,257,272
ID_400674b965,248,256
ID_cdf9324526,252,275
ID_e61ba59cd3,262,237
ID_70b391316c,280,263
ID_47112dd4cd,275,249
ID_ec99454bea,259,234
ID_0262a604b3,251,221
ID_f179ccf3e5,312,243
ID_b11d58ec5a,257,257
ID_ed44016650,272,288
ID_a35ad3c40f,264,290
ID_452c5f1f8c,277,246
ID_c205d02b10,262,252
ID_eff0031adf,265,258
ID_01cc44479f,298,268
ID_cbf0e27ff4,282,244
ID_f3880a2743,283,260
ID_03899fa456,254,259
ID_f6b08c0da9,267,235
ID_98810513a6,255,247
ID_5972cdc5e4,289,256
ID_b9c0d7f228,272,254
ID_b18a747cd4,276,248
ID_a8a35e9c12,257,272
ID_3089f53b57,282,260
ID_62ce8c28df,249,257
ID_8f12143b90,291,295
ID_b639a6edd5,252,264
ID_aaeb032a9e,259,270
ID_0902b09437,259,236
ID_f0dffc4dcb,240,264
ID_9911ceed99,261,249
ID_340b792ec6,280,240
ID_bc53c83256,270,237
ID_f71d8eac46,218,236
ID_caf5648444,263,254
ID_15a61a7b33,264,257
ID_6656ab9bc3,251,239
ID_a50e950c82,264,256
ID_a340bcf1c6,250,259
ID_061c9239bf,265,246
ID_5b70462144,259,273
ID_45bb3e2a79,270,303
ID_ca0e192eef,268,293
ID_7245da7d06,251,256
ID_1c008ff99e,266,259
ID_5a7d30b5e9,277,276
ID_2e9e749dff,294,245
ID_28a96758c1,263,240
ID_7e3c54d2ca,258,235
ID_4ab1209fda,260,255
ID_3bdda5cab0,278,250
ID_c1c145b41a,274,264
ID_ade3be8b83,286,240
ID_70b733d610,248,251
ID_6e0cdd1988,270,258
ID_382bb851d4,243,250
ID_2da4eb9033,280,261
ID_fe79c9b8a8,279,226
ID_c426634aa4,266,259
